Z_t,Z1_高活跃高消费用户,Z6_私教潜在用户,Z7_流失风险用户
Z1_高活跃高消费用户,0.6275051831375259,0.0,0.3724948168624741
Z6_私教潜在用户,0.0004363571926948933,0.5276953916693431,0.471868251137962
Z7_流失风险用户,0.0005594508309680875,0.100585371332789,0.8988551778362429
