观察期标签,delay_window_count,总窗口数,窗口1权重,延期窗口权重,延续活跃系数,策略编号,策略名称,p0,p1,Pmax,兑换概率,窗口1会员收入,窗口1私教收入,延期窗口会员收入合计,延期窗口私教收入合计,会员收入,私教收入,积分成本,平台利润,总活跃度提升,总线上活跃提升,最终续费概率提升,最终私教购买概率提升,私教期望购买人数提升,私教收入提升,成本收入比,是否利润非负,是否满足成本约束,gamma_kappa,epsilon_kappa,kappa情景
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.75,0.0001,"gamma=0.75, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,9803829.612410653,108223.27967896544,9553590.383800762,85682.55809306967,19357419.996211417,193905.8377720351,71829.76096665768,6761438.989038949,55475.6624538752,140188.1314376099,54606.38157261439,2.2769209477305887,2.2769209477305887,22611.595532497973,0.00367390741561913,True,True,0.75,0.0001,"gamma=0.75, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,9974680.136279136,131733.7324553433,9777935.965130946,105274.44308752757,19752616.101410083,237008.1755428709,282094.5637889344,6702423.524367455,134732.39808271662,404344.9176002143,63019.575047051476,66.81038384195783,66.81038384195783,65713.93330333376,0.014112049325217953,True,True,0.75,0.0001,"gamma=0.75, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,9975718.705757545,145917.03996059234,9795752.593983019,106852.33644837295,19771471.299740564,252769.3764089653,332528.92024063197,6663316.847591254,146917.78026927108,482891.1502344184,63690.26081068328,71.9601726289945,71.9601726289945,81475.13416942817,0.01660631859247979,True,True,0.75,0.0001,"gamma=0.75, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,10026973.586465104,128878.76271186741,9877732.125948455,127054.15984189112,19904705.712413557,255932.92255375854,467979.7417066081,6575447.134404264,219814.70189014787,682187.1784496371,66746.85901127491,138.4639409687667,138.4639409687667,84638.68031422142,0.023212545504135353,True,True,0.75,0.0001,"gamma=0.75, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,10094683.353011282,113953.62095629693,9977126.78953726,145699.14722322449,20071810.142548542,259652.76817952143,807308.1348098483,6295721.245535999,405945.353740733,1298494.8434916656,70491.25537432254,200.6953318327455,200.6953318327455,88358.5259399843,0.03970733135901724,True,True,0.75,0.0001,"gamma=0.75, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.75,0.001,"gamma=0.75, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,9549232.057067141,95879.27652280741,9229327.451877547,79295.30248692518,18778559.50894469,175174.57900973258,70930.00508298787,6554118.196750573,55475.6624538752,140188.1314376099,42159.559605033784,-19.482833048265764,-19.482833048265764,3880.3367701954558,0.0037422707712284346,True,True,0.75,0.001,"gamma=0.75, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,9752758.965556832,107938.53394811405,9517670.477699798,94087.17640348924,19270429.44325663,202025.71035160328,280077.4436100486,6525180.574635253,134732.39808271662,404344.9176002143,52980.699515444925,29.25768157046588,29.25768157046588,30731.468112066155,0.01438326299383724,True,True,0.75,0.001,"gamma=0.75, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,9764357.415891327,108950.63317252502,9544505.214748718,95304.09598498188,19308862.630640045,204254.7291575069,330589.4218010426,6488788.917670225,146917.78026927108,482891.1502344184,54015.80798991698,33.03431973528268,33.03431973528268,32960.48691796977,0.016941907113322077,True,True,0.75,0.001,"gamma=0.75, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,9848013.905661248,112331.18723854194,9637105.890585907,102246.58546228432,19485119.796247154,214577.77270082626,465346.08590845345,6418819.174588298,219814.70189014787,682187.1784496371,57493.34961049475,55.84664540851634,55.84664540851634,43283.530461289134,0.023621991367114382,True,True,0.75,0.001,"gamma=0.75, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,9936649.425883062,111636.70572951727,9765660.041402407,108751.671235499,19702309.46728547,220388.37696501627,803404.4205886559,6158520.406050762,405945.353740733,1298494.8434916656,62399.19376915199,77.4868326357179,77.4868326357179,49094.13472547915,0.04032608569729984,True,True,0.75,0.001,"gamma=0.75, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.75,0.01,"gamma=0.75, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,9044856.87279248,84194.34755433975,8752870.092798948,74358.0824940745,17797726.96559143,158552.43004841424,67175.31197063751,6209594.855000887,55475.6624538752,140188.1314376099,24213.050154058445,-36.8835808963617,-36.8835808963617,-12741.81219112288,0.0037410484928714727,True,True,0.75,0.01,"gamma=0.75, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,9326326.351365285,93547.18645701109,8996010.204100052,83156.21829070809,18322336.555465337,176703.40474771918,271596.1041993242,6194232.711637859,134732.39808271662,404344.9176002143,33136.702849496025,-7.998526714596373,-7.998526714596373,5409.162508182053,0.014681632386516354,True,True,0.75,0.01,"gamma=0.75, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,9343745.941840483,94360.04203138688,9023997.465906119,83817.59548843015,18367743.4077466,178177.63751981704,322351.48484433535,6159811.99912292,146917.78026927108,482891.1502344184,34182.80695912364,-5.716223410886743,-5.716223410886743,6883.395280279918,0.01738126049698734,True,True,0.75,0.01,"gamma=0.75, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,9460982.80207197,98305.71761072698,9164517.98716482,87480.49907271785,18625500.78923679,185786.21668344483,454637.39096177416,6120023.750276135,219814.70189014787,682187.1784496371,39471.344511137264,6.3227770187252545,6.3227770187252545,14491.974443907704,0.024168329940354,True,True,0.75,0.01,"gamma=0.75, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,9614675.187524162,98548.42167840956,9350748.818487188,94138.43459672635,18965424.006011352,192686.8562751359,789610.6841821808,5906093.774804332,405945.353740733,1298494.8434916656,46553.455226212965,28.615359257150658,28.615359257150658,21392.614035598788,0.04121547734315293,True,True,0.75,0.01,"gamma=0.75, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.75,0.05,"gamma=0.75, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,8726442.204474403,76686.2631440416,8563211.45653666,70699.66397719522,17289653.661011063,147385.9271212368,62075.861944294484,6033518.6975459475,55475.6624538752,140188.1314376099,17351.326128811153,-49.39620982791802,-49.39620982791802,-23908.31511830032,0.0035600000579538455,True,True,0.75,0.05,"gamma=0.75, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,8921862.570478708,83401.35625546421,8700325.790037537,75553.77360876962,17622188.360516243,158955.12986423384,259338.6159120643,5956113.849227891,134732.39808271662,404344.9176002143,22260.96074947219,-34.18295271779737,-34.18295271779737,-12339.112375303288,0.014585035886604559,True,True,0.75,0.05,"gamma=0.75, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,8932871.838085795,84237.1141079213,8717882.935727052,76025.75720263948,17650754.773812845,160262.8713105608,310524.97473393637,5915318.057493728,146917.78026927108,482891.1502344184,22888.133502188477,-32.672633017726504,-32.672633017726504,-11031.370928976336,0.01743443192977561,True,True,0.75,0.05,"gamma=0.75, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,9034238.629469171,88033.2488635631,8802757.969049728,78755.20048182238,17836996.5985189,166788.44934538548,438853.1485280645,5854132.1957571665,219814.70189014787,682187.1784496371,25968.872360540023,-23.380110530814566,-23.380110530814566,-4505.792894151644,0.02437560476096241,True,True,0.75,0.05,"gamma=0.75, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,9211579.8288519,87785.36354638315,8935552.459008126,84023.9208401833,18147132.287860025,171809.28438656643,768829.1496044176,5634209.936462561,405945.353740733,1298494.8434916656,30829.078631632012,-5.504846497348652,-5.504846497348652,515.0421470293077,0.041969081377998534,True,True,0.75,0.05,"gamma=0.75, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0,1e-09,"gamma=1, epsilon=1e-09"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,10252057.549276663,117629.24187175807,10095554.020811206,99253.51873047197,20347611.57008787,216882.76060223003,74311.06225901873,7112417.815452404,55475.6624538752,140188.1314376099,75149.99027574524,48.904593584685735,48.904593584685735,45588.51836269291,0.0036135613676684564,True,True,1.0,1e-09,"gamma=1, epsilon=1e-09"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,10332432.210843138,120467.43608854432,10234656.72939137,116680.35588260517,20567088.94023451,237147.7919711495,288422.3640039624,6981203.102669459,134732.39808271662,404344.9176002143,80281.08191845652,105.24250090765683,105.24250090765683,65853.54973161238,0.013863635937072127,True,True,1.0,1e-09,"gamma=1, epsilon=1e-09"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,10317417.053194841,120506.53107369233,10243715.009420684,117197.63210973905,20561132.062615525,237704.16318343137,338765.26250856125,6928942.208361901,146917.78026927108,482891.1502344184,80638.17437315764,106.78675522529376,106.78675522529376,66409.92094389425,0.01628770277484831,True,True,1.0,1e-09,"gamma=1, epsilon=1e-09"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,10335912.505694086,121095.56249108585,10285598.143584345,118820.02164353116,20621510.649278432,239915.584134617,476741.4560533521,6812761.946434484,219814.70189014787,682187.1784496371,82199.8843102042,111.90980497045511,111.90980497045511,68621.34189507988,0.022852773857320038,True,True,1.0,1e-09,"gamma=1, epsilon=1e-09"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,10358503.792577317,125825.59522862095,10318277.428568155,120335.75694517416,20676781.221145473,246161.3521737951,819666.5712337376,6491055.261819316,405945.353740733,1298494.8434916656,83433.79042284332,116.56200812475372,116.56200812475372,74867.10993425798,0.03917549208776056,True,True,1.0,1e-09,"gamma=1, epsilon=1e-09"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0,0.0001,"gamma=1, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,10043587.54696499,111468.77813111054,9787610.708534757,107616.40263543706,19831198.255499747,219085.1807665476,74171.86302813467,6932473.080626741,55475.6624538752,140188.1314376099,63502.19477768056,75.70918110172079,75.70918110172079,47790.93852701047,0.003699292494487885,True,True,1.0,0.0001,"gamma=1, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,10149832.539378097,115879.35245444237,10023508.313739806,109254.48111056042,20173340.853117906,225133.83356500277,288097.1298225339,6840112.318838234,134732.39808271662,404344.9176002143,72294.34054694856,83.15464749686235,83.15464749686235,53839.59132546565,0.014123464339743862,True,True,1.0,0.0001,"gamma=1, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,10144983.860440262,116315.49114683099,10038629.452266503,110543.31661641477,20183613.312706765,226858.80776324577,338447.14331386663,6793875.158462474,146917.78026927108,482891.1502344184,72876.78873030457,84.37679257639547,84.37679257639547,55564.56552370865,0.016582034032149223,True,True,1.0,0.0001,"gamma=1, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,10187270.920626359,117314.15389629552,10081633.344060354,113279.70041076916,20268904.26468671,230593.85430706467,476365.59081907256,6686929.058113394,219814.70189014787,682187.1784496371,74531.80921340523,93.24129727025671,93.24129727025671,59299.612067527545,0.02323791480425059,True,True,1.0,0.0001,"gamma=1, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,10234359.02611569,118575.81868293132,10145552.057351843,116114.27100783099,20379911.083467532,234690.0896907623,819172.7270862156,6384203.179034649,405945.353740733,1298494.8434916656,76943.00724285565,102.3659238450316,102.3659238450316,63395.847451225185,0.03973750062906082,True,True,1.0,0.0001,"gamma=1, epsilon=0.0001"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0,0.001,"gamma=1, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,9811252.177804887,108311.75917411043,9462255.426584387,85468.47784341048,19273507.604389273,193780.2370175209,73258.40904282931,6730603.323598672,55475.6624538752,140188.1314376099,51003.45926041705,1.6005459115465102,1.6005459115465102,22485.994777983782,0.003763154356150689,True,True,1.0,0.001,"gamma=1, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,9988035.057678562,134924.93091214183,9760934.48529573,104971.62304544236,19748969.542974293,239896.5539575842,285920.48949097237,6698187.816737305,134732.39808271662,404344.9176002143,62256.58614119747,65.55510283892148,65.55510283892148,68602.31171804707,0.01430398743502808,True,True,1.0,0.001,"gamma=1, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,9990614.556150228,135784.91899870275,9789681.54273243,107208.82527450581,19780296.09888266,242993.74427320855,336339.21459507814,6659662.543295815,146917.78026927108,482891.1502344184,63295.42147317255,72.87654742397436,72.87654742397436,71699.50203367142,0.01679740028884623,True,True,1.0,0.001,"gamma=1, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,10050892.924124308,131127.54530960054,9879709.276395539,114100.39625044461,19930602.200519845,245227.94156004515,473665.22399482847,6575613.92865513,219814.70189014787,682187.1784496371,66772.8155276147,95.60075363946699,95.60075363946699,73933.69932050802,0.023476864181510165,True,True,1.0,0.001,"gamma=1, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,10132090.761371749,115413.17091497926,9991349.941640347,135392.47956292317,20123440.703012094,250805.65047790244,816051.4394182423,6302394.501779361,405945.353740733,1298494.8434916656,71010.45249682061,165.80801707105914,165.80801707105914,79511.40823836531,0.04005308590363919,True,True,1.0,0.001,"gamma=1, epsilon=0.001"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0,0.01,"gamma=1, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,9244182.152323144,89501.63450493089,8854010.972144134,76744.62731206891,18098193.124467276,166246.26181699982,69383.30775053019,6314858.164358116,55475.6624538752,140188.1314376099,27901.154376258273,-28.596489604641846,-28.596489604641846,-5047.980422537308,0.0037988194591197662,True,True,1.0,0.01,"gamma=1, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,9562428.378418395,101966.78668975912,9187681.548044685,87918.12888748806,18750109.926463082,189884.91557724716,277721.00104491954,6341782.947890333,134732.39808271662,404344.9176002143,40393.49456853636,8.146134113934938,8.146134113934938,18590.67333771003,0.01466320362603656,True,True,1.0,0.01,"gamma=1, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,9584914.169667875,103054.99300740786,9223002.523207169,88948.71504081013,18807916.692875043,192003.708048218,328379.9505085606,6311992.004412169,146917.78026927108,482891.1502344184,41736.27587999039,11.454909097805732,11.454909097805732,20709.465808680863,0.017283227696712016,True,True,1.0,0.01,"gamma=1, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,9694765.929685086,107970.53773549262,9380806.494550394,94455.05641982709,19075572.424235478,202425.5941553197,463138.1152486706,6274039.911480342,219814.70189014787,682187.1784496371,47709.157913979,29.753983361295962,29.753983361295962,31131.35191578258,0.024024181079739027,True,True,1.0,0.01,"gamma=1, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,9845528.736314077,108895.88014598843,9586124.974479362,102774.6464396722,19431653.71079344,211670.52658566064,801641.0681352848,6062938.888618116,405945.353740733,1298494.8434916656,55466.80445428212,57.23564378214737,57.23564378214737,40376.28434612352,0.04080984758220553,True,True,1.0,0.01,"gamma=1, epsilon=0.01"
KAPPA,1,2,1.0,1.0,0.35,S0,无积分基准策略,0,0,0,0.0,8076026.680760961,85647.12111976856,8076026.680760961,85647.12111976856,16152053.361521922,171294.24223953712,0.0,5704606.949204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,1.0,0.05,"gamma=1, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S1,低补贴保留策略,6,2,120,0.3,8798885.09583175,79540.52471799051,8595738.056590153,71544.04434316218,17394623.152421903,151084.5690611527,63875.87027078393,6069567.603795228,55475.6624538752,140188.1314376099,18489.10919317877,-46.64543026467229,-46.64543026467229,-20209.67317838443,0.003640541110380745,True,True,1.0,0.05,"gamma=1, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S2,均衡促活策略,10,4,220,0.5,9046950.602568422,87888.69854939172,8770534.607875178,78103.43369301375,17817485.2104436,165992.13224240547,264988.7957444045,6020928.667583577,134732.39808271662,404344.9176002143,24802.04622984914,-25.517083678389657,-25.517083678389657,-5302.109997131658,0.01473512550964884,True,True,1.0,0.05,"gamma=1, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S3,私教转化强化策略,9,4,260,0.55,9073483.57551692,89184.73144649342,8787676.65219547,78972.69641690867,17861160.227712393,168157.4278634021,316134.37498170557,5985718.933076652,146917.78026927108,482891.1502344184,25433.818217187316,-22.490107702469043,-22.490107702469043,-3136.8143761350366,0.017534461426716115,True,True,1.0,0.05,"gamma=1, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S4,流失召回强化策略,12,5,300,0.6,9220582.970357055,93303.35957060383,8899451.632582016,82139.09670120945,18120034.60293907,175442.45627181328,447387.06579380436,5947257.782116413,219814.70189014787,682187.1784496371,29510.885698212733,-11.873508477563725,-11.873508477563725,4148.214032276155,0.024453424436318087,True,True,1.0,0.05,"gamma=1, epsilon=0.05"
KAPPA,1,2,1.0,1.0,0.35,S5,高强度综合激励策略,16,7,420,0.7,9435850.216313636,94523.07929580328,9074668.54493295,88977.23634918108,18510518.761246584,183500.31564498437,781820.5036782594,5751911.157451539,405945.353740733,1298494.8434916656,36031.43486371291,11.103689729442843,11.103689729442843,12206.073405447241,0.041821959229981706,True,True,1.0,0.05,"gamma=1, epsilon=0.05"
