样本量,续费事件数,续费事件率,右删失样本数,右删失比例,优化是否收敛,负部分对数似然,近似C_index,C_index抽样可比对数,H30预测AUC,H30_Brier_Score
561752,299045,0.5323434540508979,66601,0.11855943548042552,True,3658147.870198915,0.8717933333333333,300000,0.9320515181814528,0.1111991563097522
